"各位保研er大家好！这里是【保研星途】推免招生信息公益分享！
保研星途在2025年总计陪伴3500+学员（含各类全程班、单项班学员等），拿到保研名额的学员上岸率为99.2%，上岸学员中98.6%获得理想offer并实现院校档次跃迁提升。
欢迎联系我们，领取保研资料→",,,,,,
序号,学校 ,学院,通知名称,通知链接,DDL,
131,中国科学院,大连化学物理研究所,2026年中国科学院大连化学物理研究所大学生夏令营第一轮通知,https://mp.weixin.qq.com/s/Kh-PqMxA1TfGAOiJx_1ySQ?scene=1&click_id=2,2026年6月18日,
132,中国科学院,大气物理研究所,2026年中国科学院大气物理研究所优秀大学生夏令营通知,https://iap.cas.cn/gb/yjsjy/tzgg/202605/t20260508_8197583.html,2026年6月15日,
133,中国科学院,理化技术研究所,2026年中国科学院理化技术研究所“理化筑梦 遇见未来”优秀大学生夏令营启航,https://mp.weixin.qq.com/s/JqkIH5l8UszJFopiCABFlw?scene=1&click_id=6,2026年6月21日,
134,中国科学院,近代物理研究所,2026年中国科学院近代物理研究所关于举办走进国家实验室，感受魅力核科学——优秀大学生夏令营的通知,http://imp.cas.cn/edu/zsyds/zsdt/zs/202605/t20260508_8197595.html,2026年6月26日,
135,中国科学院,烟台海岸带研究所,2026年中国科学院烟台海岸带研究所“亲近蔚蓝，走进海岸带”暑期夏令营招募通知,https://www.yic.cas.cn/yjsjy/yjsxly/xlyzxtz/202605/t20260508_8197556.html,2026年6月30日,
136,中国科学院,云南天文台,2026年中国科学院云南天文台“七彩云南天文之旅”大学生夏令营活动通知,https://ynao.cas.cn/yjsjy/jydt/zs/202605/t20260509_8197882.html,2026年6月20日,
137,中国科学院,上海高等研究院,2026年中国科学院上海高等研究院2027研究生招生启动！国之重器护航，逐梦科创未来,https://mp.weixin.qq.com/s/ptJjgtzc6FbmSViDG3qdAQ?scene=1&click_id=8,2026年6月20日,
138,中国科学院,昆明动物研究所,2026年中国科学院昆明动物研究所大学生夏令营报名公告,https://www.kiz.ac.cn/yjsjy/tzgg/202605/t20260509_8198981.html,2026年6月20日,
139,中国科学院,化学研究所,2026年中国科学院化学研究所大学生夏令营活动报名通知,https://ic.cas.cn/jyc/zsxx/202605/t20260509_8198017.html,2026年6月14日,
140,中国科学院大学,物理科学学院,2026年中国科学院大学物理科学学院“凝聚态及原子分子物理”大学生夏令营报名通知,https://physics.ucas.ac.cn/index.php/zh-CN/tzgg/6795-2026cmp-amp,2026年6月19日,
141,中国科学院大学,物理科学学院,2026年中国科学院大学物理科学学院“理论物理”大学生夏令营报名通知,https://physics.ucas.ac.cn/index.php/zh-CN/zsjy/2023-05-04-02-10-59/6798-tp,2026年6月15日,
142,北京协和医学院,放射医学研究所,2026年北京协和医学院放射医学研究所全国优秀大学生夏令营活动通知,https://mp.weixin.qq.com/s/K99IZG3pYwsUQPy7c8zdXQ?scene=1&click_id=22,2026年6月15日17:00,
143,上海科技大学,生物医学工程学院,2026年上海科技大学生物医学工程学院大学生夏令营活动通知,https://mp.weixin.qq.com/s/rr-2324OCz8YKeK26bgE7A?scene=1&click_id=3,2026年6月30日,
144,上海科技大学,生命科学与技术学院,2026年上海科技大学生命科学与技术学院大学生夏令营、暑期班活动通知,https://slst.shanghaitech.edu.cn/2026/0506/c319a1121574/page.htm,2026年6月18日,
145,上海科技大学,物质科学与技术学院,2026年上海科技大学物质科学与技术学院 夏令营&物质科学暑期学校开始报名,https://spst.shanghaitech.edu.cn/2026/0506/c2090a1121593/page.htm,2026年6月19日,
146,西湖大学,天文系,2026年西湖大学天文系首届本科生论坛6月启幕,https://mp.weixin.qq.com/s/q9GAN7IQsj5r9jYMdFodUA?scene=1&click_id=4,2026年5月25日9:00,
147,西湖大学,理学院,2026年西湖大学理学院交叉科学中心小石子生物聚变训练营开放申请！,https://mp.weixin.qq.com/s/75Lt8VJmhoKTkEY9bz9r-w?scene=1,2026年6月15日10:00,
148,中国工程物理研究院研究生院,北京本部,2026年中国工程物理研究院研究生院（北京本部）优秀大学生暑期夏令营报名通知,https://mp.weixin.qq.com/s/7ptF8OidyRNXUC60UM8iVw,2026年6月14日24:00,
149,中国烟草总公司,郑州烟草研究院,2026年中国烟草总公司郑州烟草研究院第十三届全国优秀大学生夏令营已开始报名！,https://mp.weixin.qq.com/s/8ByLaQKY6B8h8VccvU7xBA,2026年6月30日,
150,清华大学,药学院,2026年清华大学药学院优秀大学生学术交流会通知,https://www.sps.tsinghua.edu.cn/info/1075/2674.htm,2026年6月9日16:00,
151,清华大学,生物医学交叉研究院,2026年清华大学生物医学交叉研究院（北京生命科学研究所）“暑期科研体验营”报名通知,http://www.nibs.ac.cn/newsshow.php?cid=4&sid=14&id=2936,2026年6月20日17:00,
152,清华大学,工业工程系,2026年清华大学工业工程系全国大学生“工业与系统工程体验营”报名通知,https://mp.weixin.qq.com/s/v2iAKFYtZbKK8_iQUbrPkA,2026年5月28日,
153,清华大学,神经调控国家工程研究中心,2026年清华大学神经调控国家工程研究中心暑期实习,https://mp.weixin.qq.com/s/ggfVOWW_te4jktLxGR4P8A?scene=1&click_id=29,2026年6月15日,
154,浙江大学,转化医学研究院,2026年浙江大学转化医学研究院直博夏令营报名通知（含军事科学院联培项目）,http://itm.zju.edu.cn/notice/details-2xlygzjdxzhyxyjyzbxlybmtz-1545.html,2026年6月13日15:00,
155,浙江大学,药学院,2026年浙江大学药学院暑期优秀大学生夏令营报名通知,http://www.cps.zju.edu.cn/2026/0514/c58875a3162709/page.htm,2026年6月21日17:00,
156,浙江大学,基础医学院,2026年浙江大学基础医学院“拔尖计划2.0”基础医学国际暑期学校报名通知,https://mp.weixin.qq.com/s/9tgVW6XUzGWlO3BfHUK1yQ?scene=1&click_id=31,2026-07-04,
157,浙江大学,脑科学与脑医学学院,2026年浙江大学脑科学与脑医学学院全国优秀大学生暑期夏令营”的通知,https://mp.weixin.qq.com/s/SvFjuQBd5MJsJievSGWxYw,2026年6月3日,
158,西安交通大学,新能源科学技术与工程学院,2026年西安交通大学新能源科学技术与工程学院第八届“新能源转化原理与技术”国际暑期学校,https://mfpe.xjtu.edu.cn/info/1076/7260.htm,2026年6月20日,
159,西安交通大学,物理学院,2026年西安交通大学物理学院(第十四届)优秀大学生夏令营通知,https://mp.weixin.qq.com/s/aHZZawJ2g-RWNbSJjFJcUA?scene=1&click_id=9,2026年6月14日,
160,中国科学技术大学,科学岛分院,2026年中国科学技术大学研究生院科学岛分院（中国科学院合肥物质科学研究所）科学岛夏季科研训练营报名通知（第一批）,https://hf.cas.cn/sbpy/yjsc/zs/zs_zsxc/zsxc_dxsxly/202605/t20260512_8200079.html,2026年5月25日,
161,中国科学技术大学,环境科学与光电技术学院,2026年中国科学技术大学环境科学与光电技术学院科学岛夏季科研训练营报名通知（第一批）,https://env.ustc.edu.cn/2026/0513/c9571a738365/page.htm,2026年5月25日,
162,中国科学技术大学,火灾安全全国重点实验室,2026年中国科学技术大学火灾安全全国重点实验室“安全有道”科学营报名通知,https://sklfs.ustc.edu.cn/2026/0515/c5895a740787/page.htm,2026年6月21日,
163,中国科学技术大学,能源科学与技术学院,2026年中国科学技术大学能源科学与技术学院（广州能源所）新能源科学营报名通知（第一期）,https://giec.cas.cn/yjsjy2016/zs2016/sqxly2016/202605/t20260515_8202550.html,2026年6月5日,
164,中国科学院,电工研究所,2026年中国科学院电工研究所电气工程大学生夏令营营员招募公告,https://iee.cas.cn/yjsjy/zsgg/202605/t20260511_8199119.html,2026年6月25日,
165,中国科学院,生物物理研究所,2026年中国科学院生物物理研究所生命科学希望之星夏令营报名通知,https://ibp.cas.cn/2020jyc/tzgg/202605/t20260511_8199128.html,2026年6月15日,
166,中国科学院,新疆生态与地理研究所,2026年中国科学院新疆生态与地理研究所“探秘新疆 走进生地所”全国优秀大学生夏令营招募通知,https://egi.cas.cn/yjsjy/zsxx/sszs/202605/t20260509_8198553.html,2026年6月20日,
167,中国科学院,国际理论物理中心,2026年中国科学院国际理论物理中心（亚太地区）优秀大学生夏令营报名通知,https://mp.weixin.qq.com/s/yNtR1MALOdgGREc9XPcn2Q,2026年6月1日,
168,中国科学院,青藏高原研究所,2026年中国科学院青藏高原研究所“第三极大学生科学夏令营”招募令,https://itpcas.cas.cn/new_tzgg/new_qt/202605/t20260511_8199676.html,2026年6月20日,
169,中国科学院,过程工程研究所,2026年中国科学院过程工程研究所大学生暑期学校开始报名啦！,https://edu.ipe.ac.cn/zsxx/202605/t20260512_837368.html,2026年6月22日,
170,中国科学院,北京纳米能源与系统研究所,2026年中国科学院北京纳米能源与系统研究所科学夏令营报名通知,https://binn.cas.cn/yjsjy/ssbszs/sszs/202605/t20260512_8199916.html,2026年7月1日,
171,中国科学院,生态环境研究中心,2026年中国科学院生态环境研究中心“生态环境与健康”主题全国优秀大学生夏令营营员招募通知,https://rcees.cas.cn/tzg/tzgg/jyc_200780/202605/t20260512_8200001.html,2026年6月8日,
172,中国科学院,国家纳米科学中心,2026年中国科学院国家纳米科学中心暑期夏令营招生简章（报名通知）,http://edu.nanoctr.cas.cn/zs/zsxx/xlyzs/202605/t20260512_837470.html,2026年6月15日,
173,中国科学院,精密测量科学与技术创新研究院,2026年中国科学院精密测量科学与技术创新研究院大学生“菁英”夏令营报名公告,https://www.apm.cas.cn/zs/202605/t20260513_8200436.html,2026年6月14日,
174,中国科学院,新疆理化技术研究所,2026年中国科学院新疆理化技术研究所“科创丝路·大美新疆”大学生夏令营报名通知,http://www.xjipc.cas.cn/yjs/tzgg/202605/t20260511_8199711.html,2026年6月25日,
175,中国科学院,地球化学研究所,2026年中国科学院地球化学研究所“优秀大学生夏令营”活动通知,https://mp.weixin.qq.com/s/4gslO4XQ9ORuHzOQbUFy9A,2026年6月30日24:00,
176,中国科学院,微生物研究所,"2026年中国科学院微生物研究所""戴芳澜""大学生夏令营报名通知",https://im.cas.cn/yjsjy/zsxx/xlyhbksx/202605/t20260513_8200330.html,2026年6月21日23：00,
177,中国科学院,西双版纳热带植物园,2026年中国科学院西双版纳热带植物园优秀大学生夏令营报名通知,https://xtbg.cas.cn/2022/yjsjy/yjszsxx/202605/t20260513_8200681.html,2026年7月3日,
178,中国科学院,软件所中文信息处理实验室,2026年中国科学院软件所中文信息处理实验室2027届推免招生说明,https://mp.weixin.qq.com/s/H24OohkXyQ5KMFLDrHne7w?scene=1&click_id=26,暂无,
179,中国科学院,国家天文台,2026年中国科学院国家天文台大学生天文夏令营招生简章,https://nao.cas.cn/jypy/jy/202605/t20260515_8202292.html,2026年6月15日,
180,中国科学院,深海科学与工程研究所,2026年中国科学院深海科学与工程研究所“走向深海”大学生夏令营报名通知,https://mp.weixin.qq.com/s/XcGpcYMevr989magHzqMYA,2026年6月25日,
181,中国科学院,福建物质结构研究所,2026年中国科学院福建物质结构研究所中山大学同济大学福州大学化学拔尖2.0“成长伙伴 ”国际暑期学校通知（第一轮）,https://mp.weixin.qq.com/s/ECwvFR_5JbvNC5AKrxGk_A?scene=1&click_id=40,2026年6月10日,
182,中国科学院,山西煤炭化学研究所,2026年中国科学院山西煤炭化学研究所“煤好未来 由你炭索”优秀大学生夏令营通知,https://mp.weixin.qq.com/s/Gx7ANo4ByR3HzHp4kDYkzQ,2026年6月30日,
183,中国科学院大学,物理科学学院,2026年中国科学院大学物理科学学院“粒子物理与原子分子物理”大学生夏令营报名通知,https://physics.ucas.ac.cn/index.php/zh-CN/zsjy/2023-05-04-02-10-59/6805-2026-05-11-02-09-02,2026年6月19日,
184,中国科学院大学,工程科学学院,2026年中国科学院大学工程科学学院科学夏令营招募通知,https://eng.ucas.ac.cn/index.php/zh-CN/xjgl-2/2839-2026-17,2026年6月12日,
185,中国科学院大学,杭州高等研究院,2026年中国科学院大学杭州高等研究院优秀大学生夏令营报名的通知,http://hias.ucas.edu.cn/info/1100/7187.htm,2026-05-12,
186,中国科学院大学,中丹学院,2026年中国科学院大学中丹学院优秀大学生夏令营开始报名,https://mp.weixin.qq.com/s/U7VMQ383zvJdQuIoJR79Ng?scene=1&click_id=7,2026年6月7日,
187,南方科技大学,地球与空间科学系,2026年南方科技大学地球与空间科学系地球与空间科学交流营,https://mp.weixin.qq.com/s/1aD5lSJQA5rO6i3ez0f6LQ?scene=1,2026年6月18日23:59,
188,南方科技大学,生物医学工程系,2026年南方科技大学生物医学工程系全国优秀大学生夏季交流营,https://mp.weixin.qq.com/s/b-CGobgc5XqMEr7UTjtOfA,2026年6月20日,
189,上海科技大学,信息科学与技术学院,2026年上海科技大学信息科学与技术学院学术学位优秀大学生夏令营报名通知,https://mp.weixin.qq.com/s/Izj5zLIiaegkkA7cYVWIEQ?scene=1&click_id=3,2026年6月21日,
190,上海科技大学,数学科学研究所,2026年上海科技大学数学科学研究所优秀大学生夏令营报名启动！,https://mp.weixin.qq.com/s/3LEymERuaIKedpLD3lB6lg?scene=1&click_id=10,2026年6月30日,
191,上海科技大学,信息科学与技术学院,2026年上海科技大学信息科学与技术学院电子信息专业学位优秀大学生夏令营报名通知,https://mp.weixin.qq.com/s/OKw10MjtEb7orwSnBOQkMQ,2026年6月21日,
192,上海科技大学,创意与艺术学院,2026年上海科技大学创意与艺术学院优秀大学生夏令营启动！,https://mp.weixin.qq.com/s/CqJXTHEpVfXL3n9ZJ0f19g?scene=1,2026年6月30日,
193,中国地质科学院,地质研究所,2026年中国地质科学院地质研究所优秀大学生华北地学夏令营通知,https://mp.weixin.qq.com/s/aF63R_Ogl5J124lLbnGVnQ?scene=1&click_id=33,2026年6月21日,
194,中国烟草总公司,郑州烟草研究院,2026年中国烟草总公司郑州烟草研究院全国大学生科研实践项目邀请函,https://www.ztri.com.cn/ggl/2026/05/470259.shtml,暂无,
195,中国医学科学院,输血研究所,2026年中国医学科学院输血研究所优秀大学生夏令营活动通知,https://mp.weixin.qq.com/s/k9dvnTajhWohUuQLgNYsTA?scene=1&click_id=11,2026年6月30日,
196,清华大学,力学与工程交叉研究院,2026年清华大学力学与工程交叉研究院暑期体验营报名通知,https://www.mechanox.tsinghua.edu.cn/cn/2026/0518/c960a7602/page.htm,2026年6月20日17:00 ,
197,清华大学,建筑环境与能源应用工程,2026年清华大学建筑环境与能源应用工程专业开放日活动,https://mp.weixin.qq.com/s/T4bMmymzp1JKcgk4ifPBZw?scene=1&click_id=2,2026年5月31日17:00,
198,清华大学,生命科学联合中心,2026年清华大学-北京大学生命科学联合中心（清华方面）暑期学生班通知,https://mp.weixin.qq.com/s/PUJDq2Y-PMpZCRz0ZiN4xw,2026年6月22日8:00,
199,北京大学,前沿交叉学科研究院,2026年北京大学前沿交叉学科研究院关于举办交叉学科优秀大学生夏令营的通知,http://www.aais.pku.edu.cn/info/1058/19671.htm,2026年6月14日17:00,
200,北京大学,前沿交叉学科研究院,2026年北京大学前沿交叉学科研究院（含定量生物学中心、PTN项目、CLS项目）与北京大学生命科学学院（含BIOPIC项目）关于联合举办“大生命科学交叉”夏令营的通知,http://www.aais.pku.edu.cn/info/1058/19661.htm,2026年6月14日17:00,
201,北京大学,现代农学院,2026年北京大学现代农学院全国优秀大学生夏令营活动通知,https://www.saas.pku.edu.cn/xwzx/tzgg/0e4ca13b09cd43179ffbdb849569ec59.htm,2026年6月15日17:00,
202,北京大学,前沿交叉学科研究院,2026年北京大学前沿交叉学科研究院大数据科学研究中心、国际机器学习研究中心关于举办交叉学科优秀大学生夏令营的通知,https://mp.weixin.qq.com/s/TcihjBJLKL4QPBazYn-x3g,2026年6月14日17:00,
