"各位保研er大家好！这里是【保研星途】推免招生信息公益分享！
保研星途在2025年总计陪伴3500+学员（含各类全程班、单项班学员等），拿到保研名额的学员上岸率为99.2%，上岸学员中98.6%获得理想offer并实现院校档次跃迁提升。
欢迎联系我们，领取保研资料→",,,,,,
序号,学校 ,学院,通知名称,通知链接,DDL,
812,清华大学,化学工程系,2026年清华大学化学工程系2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/8c3fbf6f-c468-4cd0-9ffe-d009bf973a9d?yxsdm=034,7月28日,
813,清华大学,航天航空学院,2026年清华大学航天航空学院2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/c23dd7d5-ac64-45a1-9974-8dd319f4f495?yxsdm=031,7月28日,
814,清华大学,环境学院,2026年清华大学环境学院2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/e552349e-8430-4c63-a737-cb8c9f35f2b5?yxsdm=005,7月28日,
815,清华大学,高等研究院,2026年清华大学高等研究院2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/82142123-fb09-4931-a837-e080ea5b2e47?yxsdm=048,7月28日,
816,清华大学,工程物理系,2026年清华大学工程物理系2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/7adb8ff6-7034-4388-ac14-26025381466d?yxsdm=032,7月28日,
817,清华大学,地球系统科学系,2026年清华大学地球系统科学系2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/aee43ba5-1e50-42c6-9462-1a95b5bb91fd?yxsdm=046,7月28日,
818,清华大学,电子工程系,2026年清华大学电子工程系2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/3645e3d1-9783-416d-933b-5f0d844a870b?yxsdm=023,7月28日,
819,清华大学,电机工程与应用电子技术系,2026年清华大学电机工程与应用电子技术系2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/957bc770-fbd8-4627-895c-21e99a5f50a2?yxsdm=022,7月28日,
820,清华大学,材料学院,2026年清华大学材料学院2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/0b532207-5a20-402b-82aa-4c1f18c18114?yxsdm=035,7月28日,
821,清华大学,车辆与运载学院,2026年清华大学车辆与运载学院2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/69349d4c-96f8-4cf8-831a-402822133bfb?yxsdm=015,7月28日,
822,清华大学,安全科学学院,2026年清华大学安全科学学院2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/0259db6f-bd1c-4d59-a790-d827f402085e?yxsdm=093,7月28日,
823,清华大学,工业工程系,2026年清华大学工业工程系2027年博士研究生招生简章,https://yzbm.tsinghua.edu.cn/publish/s03/s0302/detail/3870e261-9194-45f7-af49-42838eec3c64?yxsdm=016,7月28日,
824,清华大学,深圳国际研究生院,2026年清华大学深圳国际研究生院双螺旋中心2027年免试攻读研究生报名已启动,https://mp.weixin.qq.com/s/9v0eH4cq4Tb8lBPnKSeEcA?scene=1&click_id=1,7月28日,
825,清华大学,深圳国际研究生院,2026年清华大学深圳国际研究生院互动媒体设计与技术培养项目（SIGS-IMDT）2027年接收优秀应届本科毕业生免试攻读研究生报名通知,https://mp.weixin.qq.com/s/-P6ayxcrczJX1Uq7oBpx8A?scene=1&click_id=4,7月28日,
826,北京生命科学研究所,,2026年北京生命科学研究所2027年推荐免试研究生招生简章（含清华大学的TIMBR项目）,http://nibs.ac.cn/yjsjyshow.php?cid=8&sid=26&zid=78&id=2959,7月28日,
827,清华大学,深圳国际研究生院,2026年清华大学深圳国际研究生院Open FIESTA 2027年接收优秀应届本科毕业生免试攻读研究生报名通知,https://mp.weixin.qq.com/s/yDchgGhUhP0-VCFyjP1Rbg,7月28日,
828,中国人民大学,生态环境学院,中国人民大学生态环境学院2027年推免生接收工作报名通知,https://see.ruc.edu.cn/tzgg/f1cb30896cde4f48862ed0cce38a8bfe.htm,7月25日,
829,中山大学,先进能源学院,2026年中山大学先进能源学院全国优秀大学生夏令报名通知,https://ae.sysu.edu.cn/article/634,7月24日,
830,华东师范大学,数学科学学院,2026年华东师范大学数学科学学院/数学与工程应用教育部重点实验室数学拔尖基地“数学物理前沿理论与应用”国际暑期学校招生,https://mp.weixin.qq.com/s/UAgyaQMciFdmhlVyI9Egsw,7月22日,
831,东南大学,土木工程学院,2026年东南大学土木工程学院2027年接收推荐免试研究生报名通知（第一批）,https://civil.seu.edu.cn/2026/0707/c19887a575900/page.htm,7月22日,
832,华北电力大学,电气与电子工程学院,2026年华北电力大学电气与电子工程学院关于举办“全国优秀大学生暑期学术交流活动”的通知,https://electric.ncepu.edu.cn/zsgz/bsyjszs/98194fd14fb64eb68576719a05607bb8.htm,7月1日,
833,河海大学,地球科学与工程学院,2026年河海大学地球科学与工程学院全国优秀大学生校园开放日及有关安排的通知,https://dxy.hhu.edu.cn/2026/0618/c6380a328221/page.htm,7月1日,
834,中国石油大学,地球科学学院,2026年中国石油大学地球科学学院关于举办优秀大学生夏令营的通知,https://www.cup.edu.cn/pub/geosci/tzgg/faf101838845475c97f13a2d3af3c695.htm,7月1日,
835,中国石油大学（北京）,地球科学学院,2026年中国石油大学（北京）地球科学学院举办优秀大学生夏令营的通知,https://www.cup.edu.cn/geosci/tzgg/faf101838845475c97f13a2d3af3c695.htm,7月1日,
836,南京航空航天大学,物理学院,2026年南京航空航天大学物理学院关于举办暑期实验室开放日活动的通知,https://physics.nuaa.edu.cn/2026/0617/c17394a401962/page.htm,7月1日,
837,南京航空航天大学,直升机实验室/直升机研究院,2026年南京航空航天大学直升机实验室/直升机研究院优秀大学生实验室开放日报名通知,https://hti.nuaa.edu.cn/2026/0622/c20277a402358/page.htm,7月1日,
838,兰州大学,材料与能源学院,2026年兰州大学材料与能源学院关于举办全国“优秀大学生夏令营”活动的通知,https://mat.lzu.edu.cn/show/id/2635.html,7月1日,
839,北京大学,人工智能研究院,2026年北京大学人工智能研究院关于举办优秀大学生夏令营的通知,https://www.ai.pku.edu.cn/info/1088/4090.htm,7月1日,
840,哈尔滨工程大学,智能科学与工程学院,2026年哈尔滨工程大学智能科学与工程学院关于开展大学生暑期夏令营活动的通知,https://mp.weixin.qq.com/s/Y_S7kD346Kr75tE8_tCXWQ?scene=1&click_id=1199752008,7月1日,
841,同济大学,国家卓越工程师学院,2026年同济大学国家卓越工程师学院“暑期研学营”活动通知,https://mp.weixin.qq.com/s/y2nhFUNBpzT_FCyDvwnnQg?scene=1&click_id=695316492,7月1日,
842,北京大学、北京大学深圳研究生院,化学与分子工程学院、化学生物学与生物技术学院,2026年北京大学化学与分子工程学院与北京大学深圳研究生院化学生物学与生物技术学院“全国优秀大学生夏令营”第三轮通知,https://mp.weixin.qq.com/s/uHhxiGtBlh1WrhaFytGTLA?scene=1&click_id=1782137110,7月1日,
843,南京大学,地球科学与工程学院,2026年南京大学地球科学与工程学院 “现代地球科学”优秀大学生开放日招募通知,https://es.nju.edu.cn/c7/2f/c4296a837423/page.htm,7月1日,
844,同济大学,计算机科学与技术学院,2026年同济大学计算机科学与技术学院优秀大学生开放日活动通知,https://cs.tongji.edu.cn/info/1022/4065.htm,7月1日,
845,东华大学,纺织学院,2026年东华大学纺织学院“全国优秀大学生暑期夏令营”活动通知,https://mp.weixin.qq.com/s/FWW17fWZ2LtS7ext6irNPg?scene=1&click_id=662706944,7月1日,
846,四川大学,碳中和未来技术学院,2026年四川大学碳中和未来技术学院关于举办优秀大学生暑期夏令营的通知,https://ccnft.scu.edu.cn/info/1033/2667.htm,7月1日,
847,电子科技大学,电子科学与工程学院,2026年电子科技大学电子科学与工程学院第九届电子科学与技术全国优秀大学生暑期夏令营通知,https://www.ese.uestc.edu.cn/info/5085/23386.htm,7月1日,
848,中国科学院,研究院,2026年中国科学院中科中山药物创新研究院新药梦优秀大学生夏令营招募通知,https://mp.weixin.qq.com/s/B6GUfG-7_Kko38OO0yJEwg,7月19日,
849,中山大学,海洋工程与技术学院,2026年中山大学海洋工程与技术学院2027年接收推免生预报名通知,https://soet.sysu.edu.cn/zh-hans/article/1403,7月19日,
850,香港中文大学（深圳）,理工学院,2026年香港中文大学（深圳）理工学院全日制研究生项目优秀大学生夏令营正式开启,https://mp.weixin.qq.com/s/6zKI6_iVAMKcCbBy6p0ohA?scene=1&click_id=1847911889,7月19日,
851,中山大学,化学工程与技术学院,2026年中山大学化学工程与技术学院2027年接收推荐优秀免试研究生预报名通知,https://cet.sysu.edu.cn/article/1933,7月19日,
852,中国地质大学,北京土地科学技术学院,2026年中国地质大学北京土地科学技术学院线上暑期夏令营方案,https://slst.cugb.edu.cn/c/2026-07-07/853520.shtml,7月19日,
853,大连理工大学,能源与动力学院,2026年大连理工大学能源与动力学院2027届优秀大学生暑期研学营通知,https://power.dlut.edu.cn/info/4527/27129.htm,7月19日,
854,上海理工大学,环境与建筑学院（环境科学与工程系）,2026年上海理工大学环境与建筑学院环境科学与工程系全国优秀大学生夏令营活动通知,https://mp.weixin.qq.com/s/ZB9ryLhZd66mC0PWCeADtA,7月18日,
855,南京邮电大学,通信与信息工程学院,2026年南京邮电大学通信与信息工程学院关于举办全国优秀大学生暑期创新训练班的通知,https://scie.njupt.edu.cn/2026/0707/c2890a306108/page.htm,7月18日,
856,安徽医科大学,药学科学学院,2026年安徽医科大学药学科学学院全国优秀大学生暑期夏令营招生通知,https://mp.weixin.qq.com/s/bQGL1Nm_K0jNibHYng3UZw,7月18日,
857,东南大学,统计与数据科学学院,2026年东南大学统计与数据科学学院全国优秀大学生夏令营报名通知,https://stat.seu.edu.cn/2026/0701/c60842a575275/page.htm,7月17日,
858,南京医科大学,附属肿瘤医院,2026年南京医科大学附属肿瘤医院全国优秀大学生暑期开放日活动报名通知,https://silin.njmu.edu.cn/2026/0708/c11086a304289/page.htm,7月17日,
859,中山大学,微电子科学与技术学院,2026年中山大学微电子科学与技术学院2027年接收优秀应届本科毕业生推荐免试攻读研究生预报名通知,https://mst.sysu.edu.cn/article/1355,7月17日,
860,山东大学,智能通信技术研究院,2026年山东大学智能通信技术研究院优秀大学生夏令营招生简章,https://iict.sdu.edu.cn/info/1027/1317.htm,7月17日,
861,上海交通大学,生物学国家高层次人才培养中心,2026年上海交通大学生物学国家高层次人才培养中心2027级“明志荣誉博士生”招生简章,https://yzb.sjtu.edu.cn/post/3744,7月17日,
862,东华大学,材料科学与工程学院,2026年东华大学材料科学与工程学院“全国优秀大学生学科前沿论坛暨夏令营”活动通知,https://cmse.dhu.edu.cn/2026/0702/c14327a378109/page.htm,7月17日,
863,大连理工大学,生物工程学院,2026年大连理工大学生物工程学院2027届优秀大学生暑期研学营活动通知,https://biotech.dlut.edu.cn/info/1343/12623.htm,7月17日,
864,上海交通大学,医学院附属新华医院,2026年上海交通大学医学院附属新华医院关于举办2027年优秀本科生研习营活动的通知,https://www.xinhuamed.com.cn/education/news-9940.html,7月16日,
865,首都医科大学,第二临床医学院（附属北京友谊医院）,2026年首都医科大学第二临床医学院（附属北京友谊医院）全国优秀大学生暑期夏令营招生简章,https://yjsh.ccmu.edu.cn/docs//2026-07/8a675b7c33e24daf83fb50f309ee932a.pdf,7月16日,
866,重庆大学,生命科学学院,2026年重庆大学生命科学学院优秀大学生学术交流开放周活动方案,https://life.cqu.edu.cn/info/1157/6704.htm,7月16日,
867,北京科技大学,未来城市学院,2026年北京科技大学未来城市学院关于举办优秀大学生夏令营的通知,https://sfc.ustb.edu.cn/xwdt/tzgg/dfc9f7969bc540a8bc7760d674b4d4cf.htm,7月16日,
868,上海交通大学,国家电投智慧能源创新学院,2026年上海交通大学国家电投智慧能源创新学院2027级研究生优才夏令营报名通知,ga.sjtu.edu.cn/zsgl/xlygl/yxhdbfcx.aspx,7月15日,
869,中国农业大学,生物学院,2026年中国农业大学生物学院生物科学拔尖基地国际暑期学校通知,https://cbs.cau.edu.cn/art/2026/6/29/art_8729_1120595.html,7月15日,
870,首都医科大学,第一临床医学院宣武医院,2026年首都医科大学第一临床医学院宣武医院全国优秀大学生暑期夏令营开始招生,https://mp.weixin.qq.com/s/X4aTMbZDOdXOZ1Nz26qIgw,7月15日,
871,首都医科大学,儿科医学院,2026年首都医科大学儿科医学院全国优秀大学生暑期夏令营招生简章,https://www.bch.com.cn/Html/News/Articles/22179.html,7月15日,
872,首都医科大学,肿瘤医学院,2026年首都医科大学肿瘤医学院（北京世纪坛医院）全国优秀大学生夏令营招生简章,https://bjsjth.cn/Html/News/Articles/15107274.html,7月15日,
873,哈尔滨工业大学,土木工程学院,2026年哈尔滨工业大学土木工程学院关于举办学术交流营的通知,http://civil.hit.edu.cn/2026/0702/c8439a395650/page.htm,7月15日,
874,上海交通大学,机械与动力工程学院,2026年上海交通大学机械与动力工程学院暑期学术交流营,https://me.sjtu.edu.cn/YanJS/mainnotice/7668.html,7月15日,
875,山东大学,工程学院,2026年山东大学密码科学与工程学院关于举办全国优秀大学生暑期夏令营活动的通知,https://cse.sdu.edu.cn/info/1090/1149.htm,7月15日,
876,同济大学,测绘与地理信息学院,2026年同济大学测绘与地理信息学院2027年接收接收推荐免试研究生（直接攻博）预推免报名通知（第一批）,https://celiang.tongji.edu.cn/info/1205/4786.htm,7月15日,
877,中国科学院,计算技术研究所,2026年中国科学院计算技术研究所“计算未来”全国大学生计算技术暑期研修班招生简章,https://ict.cas.cn/yjsjy/zsxx/sszs/202607/t20260702_8237097.html,7月15日,
878,大连理工大学,电气工程学院,2026年大连理工大学电气工程学院2027届优秀大学生暑期研学营活动通知,https://ee.dlut.edu.cn/info/1834/23424.htm,7月15日,
879,南京理工大学,物理学院,2026年南京理工大学物理学院校园开放日活动公告,https://physics.njust.edu.cn/9a/dd/c18229a367325/page.htm,7月15日,
880,中国农业科学院,烟草研究所,2026年中国农业科学院烟草研究所优秀大学生暑期夏令营活动通知,https://tric.caas.cn/bsdt/ggl/6f17d7aa2a944708b7aedda3e6cbe24a.htm,7月15日,
881,中国科学院,自然科学史研究所,2026年中国科学院自然科学史研究所2027年推荐免试生接收办法,https://www.ihns.ac.cn/yjsjy/zsxx/202607/t20260702_8237332.html,7月15日,
882,首都医科大学,第三临床医学院（附属北京朝阳医院）,2026年首都医科大学第三临床医学院（附属北京朝阳医院）全国优秀大学生暑期夏令营招生简章,https://yjsh.ccmu.edu.cn/docs//2026-07/94bb85e7844149729e34cc6b9ab9dfb0.pdf,7月15日,
883,武汉大学,医学研究院,2026年武汉大学医学研究院关于举办优秀大学生学科交流论坛的通知,https://mri.whu.edu.cn/info/1811/34871.htm,7月15日,
884,首都医科大学,附属北京康复医院,2026年首都医科大学附属北京康复医院全国优秀大学生暑期夏令营,https://yjsh.ccmu.edu.cn/zsgz/sszs/410c82266c124747894da99df44f8d83.htm,7月15日,
885,大连理工大学,船舶工程学院,2026年大连理工大学船舶工程学院2027届优秀大学生暑期研学营活动通知,https://naoe.dlut.edu.cn/info/1711/21232.htm,7月151日24:00,
886,大连理工大学,化学学院,2026年大连理工大学化学学院2027届优秀大学生暑期研学营活动通知,https://chem.dlut.edu.cn/info/1010/12740.htm,7月14日,
887,大连理工大学,物理学院,2026年大连理工大学物理学院2027届优秀大学生暑期研学营活动通知,https://physics.dlut.edu.cn/info/1055/16915.htm,7月14日,
888,中国人民大学,统计与大数据研究院,2026年中国人民大学统计与大数据研究院2027年推免生接收工作报名通知,https://mp.weixin.qq.com/s/7YM8mMmYSDI3EFV4sxGO8A,7月14日,
889,南京理工大学,机械工程学院,2026年南京理工大学机械工程学院2026 年“SME”全国优秀大学生校园云端开放日活动公告,https://sme.njust.edu.cn/9b/42/c12446a367426/page.htm,7月14日,
890,河南大学,纳米科学与工程研究院,2026年河南大学纳米科学与工程研究院优秀大学生暑期夏令营活动通知,https://ercn.henu.edu.cn/info/1023/11947.htm,7月14日,
891,北京航空航天大学,交通科学与工程学院,2026年北京航空航天大学交通科学与工程学院研究生暑期学校活动通知,https://transportation.buaa.edu.cn/info/1072/8403.htm,7月13日,
892,大连理工大学,化工海洋与生命学院,2026年大连理工大学化工海洋与生命学院2027届优秀大学生暑期研学营活动通知,https://hyxy.dlut.edu.cn/info/1591/32322.htm,7月13日,
893,武汉大学,动力与机械学院,2026年武汉大学动力与机械学院优秀大学生校园开放日活动通知,https://pmc.whu.edu.cn/info/1089/172031.htm,7月13日,
894,哈尔滨医科大学,第三临床医学院,2026年哈尔滨医科大学第三临床医学院开放日活动报名开启,https://mp.weixin.qq.com/s/nGxdINIzsnScX61NSEGpxg,7月13日,
895,武汉大学,化学与分子科学学院,2026年武汉大学化学与分子科学学院优秀大学生科创研学营报名通知,https://chem.whu.edu.cn/info/1860/73871.htm,7月13日,
896,首都医科大学,北京市神经外科研究所,2026年首都医科大学北京市神经外科研究所全国优秀大学生暑期夏令营招生简章,https://mp.weixin.qq.com/s/PcEieHlmuCN_X5LrrR-G4Q,7月13日,
897,南京农业大学,人工智能学院,2026年南京农业大学智慧农业学院（人工智能学院）暑期学校招募公告,https://ai.njau.edu.cn/info/1009/4353.htm,7月13日,
898,华南农业大学,农学院,2026年华南农业大学农学院关于举办优秀大学生夏令营的通知,https://nxy.scau.edu.cn/2026/0704/c14465a439003/page.htm,7月13日,
899,南京邮电大学,理学院,2026年南京邮电大学理学院关于举办全国优秀大学生暑期夏令营的通知,https://lxy.njupt.edu.cn/2026/0704/c2131a305961/page.htm,7月13日,
900,安徽医科大学,第四临床医学院（第四附属医院）,2026年安徽医科大学第四临床医学院（第四附属医院）全国优秀大学生暑期夏令营招生通知,https://mp.weixin.qq.com/s/KVTAcm8Kzsbze-QGllO6UQ,7月13日,
901,北京林业大学,工学院,2026年北京林业大学工学院2027年接收优秀应届本科毕业生免试攻读研究生报名的通知,https://gxy.bjfu.edu.cn/yanjiushengjiaoyu/yanjiushengzhaosheng/c87952cffcac446f9e89968e4f52b7e6.html,7月13日,
902,北京大学,口腔医学院,2026年北京大学口腔医学院关于举办“全国优秀大学生夏令营”的通知,https://ss.bjmu.edu.cn/Html/News/Articles/6953.html,7月13日,
903,大连理工大学,高等教育研究院,2026年大连理工大学高等教育研究院2027届优秀大学生暑期研学营活动通知,https://gdjyyjzx.dlut.edu.cn/info/1053/6709.htm,7月13日,
904,中国人民大学,化学与生命资源学院,2026年中国人民大学化学与生命资源学院2027年推免生接收工作报名通知,https://clr.ruc.edu.cn/zwwz/tzgg/7f250ce4a2e14faea5057c89ea6eeb9f.htm,7月13日,
905,哈尔滨工程大学,计算机科学与技术学院,2026年哈尔滨工程大学计算机科学与技术学院关于开展全国优秀本科生暑期夏令营活动的通知,https://cstc.hrbeu.edu.cn/2026/0707/c3688a350602/page.htm,7月13日,
906,上海交通大学,航空航天学院,2026年上海交通大学航空航天学院2027年全国优秀大学生暑期学术交流营活动通知,https://www.aero.sjtu.edu.cn/announcement/3231,7月12日,
907,大连理工大学,医学部,2026年大连理工大学医学部2027届优秀大学生暑期研学营活动通知,https://med.dlut.edu.cn/info/1003/11719.htm,7月12日,
908,上海交通大学,医学院,2026年上海交通大学医学院精神病与精神卫生学2027年优秀本科生研习营活动报名通知,https://www.smhc.org.cn/graduate_education/info/1041/22141.htm,7月12日,
909,北京科技大学,材料科学与工程学院,2026年北京科技大学材料科学与工程学院优秀大学生夏令营活动通知,https://mse.ustb.edu.cn/tzgg/7d42c95a79c345e3a56ecdb3e424874b.htm,7月12日,
910,同济大学,计算机科学与技术学院,2026年同济大学计算机科学与技术学院2027届优秀本科生免试攻读研究生推荐环节申请和材料提交通知,https://cs.tongji.edu.cn/info/1022/4071.htm,7月12日,
911,山东大学,控制科学与工程学院,2026年山东大学控制科学与工程学院关于举办全国优秀大学生暑期夏令营活动的通知,https://control.sdu.edu.cn/info/1018/8167.htm,7月12日,
912,北京林业大学,水土保持学院,2026年北京林业大学水土保持学院2027年接收优秀应届本科毕业生免试攻读研究生工作方案（第一批）,https://shuibao.bjfu.edu.cn/zsjy/zsxx/5a29a70a65c54a818bf0f9fcc850a9c9.htm,7月12日,
913,北京化工大学,材料科学与工程学院,2026年北京化工大学材料科学与工程学院优秀大学生暑期学术夏令营活动通知,https://cmse.buct.edu.cn/2026/0708/c4117a221247/page.htm,7月12日,
914,大连海事大学,船舶与海洋工程学院,2026年大连海事大学船舶与海洋工程学院关于开展优秀大学生学术夏令营活动的通知,https://grs.dlmu.edu.cn/info/1139/34571.htm,7月11日,
915,大连理工大学,机械工程学院,2026年大连理工大学机械工程学院2027届优秀大学生暑期研学营活动通知,https://me.dlut.edu.cn/info/1064/21497.htm,7月10日,
916,大连理工大学,计算机科学与技术学院,2026年大连理工大学计算机科学与技术学院2027届优秀大学生暑期研学营通知,https://cs.dlut.edu.cn/info/1256/6390.htm,7月10日,
917,南京航空航天大学,航空学院,2026年南京航空航天大学航空学院线上开放日报名通知,https://aero.nuaa.edu.cn/_t850/2026/0623/c4293a402478/page.htm,7月10日,
918,中国科学院,深圳先进技术研究院生物医药与技术研究所,2026年中国科学院深圳先进技术研究院生物医药与技术研究所第十届优秀大学生夏令营报名通知,https://mp.weixin.qq.com/s/cEkZ8nZNVfOVSUKiyBVJgg,7月10日,
919,中山大学,智能工程学院,2026年中山大学智能工程学院交通运输工程学科线上宣讲会,https://ise.sysu.edu.cn/article/1707,7月10日,
920,厦门大学,物理科学与技术学院,2026年厦门大学物理科学与技术学院关于延长2027年接收推荐免试研究生（含直博生）预报名时间的通知,https://cpst.xmu.edu.cn/info/1045/43051.htm,7月10日,
921,暨南大学,化学与材料学院,2026年暨南大学化学与材料学院优秀大学生夏令营,https://mp.weixin.qq.com/s/sVCkX21gt2pXd8VLLFp6fw,7月10日,
922,西南交通大学,计算机与人工智能学院,2026年西南交通大学计算机与人工智能学院优秀大学生“云上”学术夏令营报名通知,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=0bdfb172-8d0c-4cd5-a720-d2b9b052e7a9,7月10日,
923,安徽医科大学,护理学院,2026年安徽医科大学护理学院全国优秀大学生暑期夏令营招生通知,https://mp.weixin.qq.com/s/srkFUFGlO-_kAGlFFAgnfw,7月10日,
924,中国海洋大学,食品科学与工程学院,2026年中国海洋大学食品科学与工程学院关于举办暑期推介会活动的通知,https://cfse.ouc.edu.cn/2026/0707/c4428a533866/page.htm,7月10日,
925,西南财经大学,数学学院,2026年西南财经大学数学学院2027届优秀应届本科毕业生免试攻读研究生推荐工作方案,https://math.swufe.edu.cn/info/1088/26361.htm,7月10日,
926,华南农业大学,资源环境学院,2026年华南农业大学资源环境学院关于举办优秀大学生夏令营的通知,https://mp.weixin.qq.com/s/jSMSgwKeoyvTtisrCu4FEg,7月10日,
927,华北电力大学,控制与计算机工程学院,2026年华北电力大学控制与计算机工程学院关于举办暑期智慧控计优秀大学生学术交流活动的通知,https://cce.ncepu.edu.cn/tztg1/63366958dc96468a8dd7458b5a12e35c.htm,7月10日,
928,北京林业大学,林学院,2026年北京林业大学林学院大学生夏令营,https://mp.weixin.qq.com/s/ZgMasoU2tHdBY1DHMzliZQ,7月10日,
929,中山大学,生物医学工程学院,2026年中山大学生物医学工程学院2027年接收优秀应届本科毕业生推荐免试攻读研究生报名通知,https://bme.sysu.edu.cn/noticezs/1421803.htm,7月10日,
930,"中国医学科学院血液病医院
（中国医学科学院血液学研究所）",,2026年中国医学科学院血液病医院（中国医学科学院血液学研究所）第十六届优秀大学生暑期夏令营活动通知,https://mp.weixin.qq.com/s/cClnQIPSHvLq8AHUasE_8g,6月8日,
931,北京通用人工智能研究院,,2026年北京通用人工智能研究院第四届“通计划”夏令营报名开启,https://mp.weixin.qq.com/s/sunT94R76UZdQu5itf2lrw?scene=1&click_id=8198017,6月30日,
932,深圳大学,医学部药学院,2026年深圳大学医学部药学院（2027级）夏令营招生简章,https://med.szu.edu.cn/yjspy/zsgz/sqxly/content_11773,6月30日,
933,华南农业大学,生命科学学院,2026年华南农业大学生命科学学院关于举办优秀大学生夏令营的通知,https://life.scau.edu.cn/2026/0618/c10678a437753/page.htm,6月30日,
934,南京医科大学,公共卫生学院,2026年南京医科大学公共卫生学院全国优秀大学生暑期开放日活动报名通知,https://gwxy.njmu.edu.cn/2026/0625/c8550a303729/page.htm,6月30日,
935,南京航空航天大学,机电学院实验室,2026年南京航空航天大学机电学院实验室开放日报名通知,https://cmee.nuaa.edu.cn/2026/0616/c17776a401834/page.htm,6月30日,
936,南京航空航天大学,自动化学院,2026年南京航空航天大学自动化学院优秀大学生实验室开放日报名通知,https://cae.nuaa.edu.cn/2026/0616/c13271a401865/page.htm,6月30日,
937,中国科学技术大学,能源科学与技术学院,2026年中国科学技术大学能源科学与技术学院（广州能源所）新能源科学营报名通知（第二期）（2026-06-15 00:00:00 至 2026-06-30 23:59:59报名）,https://www.giec.cas.cn/yjsjy2016/zs2016/sqxly2016/202606/t20260611_8227622.html,6月30日,
938,哈尔滨工业大学（威海）,材料科学与工程学院,2026年哈尔滨工业大学（威海）材料科学与工程学院优秀大学生学术交流营的通知,https://mse.hitwh.edu.cn/2026/0617/c5008a215026/page.htm,6月30日,
939,南京大学,空间地球科学研究院,2026年南京大学空间地球科学研究院优秀大学生开放日报名通知,https://mp.weixin.qq.com/s/BCioDT0YL8Bw6tPy81gtGQ?scene=1&click_id=681180028,6月30日,
940,南京大学,空间地球科学研究院,2026年南京大学空间地球科学研究院优秀大学生开放日报名通知,https://ises.nju.edu.cn/c1/fb/c62822a836091/page.htm,6月30日,
941,四川大学,电气工程学院,2026年四川大学电气工程学院关于举办优秀大学生暑期夏令营的通知,https://ee.scu.edu.cn/info/1019/12254.htm,6月30日,
942,南京航空航天,集成电路学院,2026年南京航空航天大学集成电路学院优秀大学生实验室开放日报名通知,https://ic.nuaa.edu.cn/2026/0621/c18964a402173/page.htm,6月30日,
943,河海大学,力学与工程科学学院,2026年河海大学力学与工程科学学院全国优秀大学生校园开放日及有关安排的通知,https://cmes.hhu.edu.cn/2026/0616/c5960a328033/page.htm,6月30日,
944,华中农业大学,资源与环境学院,2026年华中农业大学资源与环境学院关于举办优秀大学生研学营活动的通知,https://mp.weixin.qq.com/s/zy6RIf7dADZp4j71G511uA?scene=1&click_id=163034028,6月30日,
945,山东大学,齐鲁第二医院（第二临床学院）,2026年山东大学齐鲁第二医院（第二临床学院）全国优秀大学生夏令营活动通知,https://qlyxjxgl.sdu.edu.cn/info/2003/16523.htm,6月30日,
946,复旦大学,医学遗传研究院,2026年复旦大学医学遗传研究院全国优秀大学生夏令营报名通知,https://mp.weixin.qq.com/s/gTaIb8XJyE9xfHHMnnv32A?scene=1,6月30日,
947,北京工商大学,新材料与未来技术学院,2026年北京工商大学新材料与未来技术学院举办“暑期学术探索营”的通知,https://mp.weixin.qq.com/s/EhmTk1QFF9L1iZDjXUlSUQ?scene=1&click_id=1349722992,6月30日,
948,哈尔滨工业大学（威海）,海洋科学与技术学院,2026年哈尔滨工业大学（威海）海洋科学与技术学院学术交流营报名通知,https://marine.hitwh.edu.cn/2026/0617/c1465a215021/page.htm,6月30日,
949,山东大学,网络空间安全学院,2026年山东大学网络空间安全学院关于举办全国优秀大学生暑期夏令营活动的通知,https://cst.qd.sdu.edu.cn/info/1023/4121.htm,6月30日,
950,哈尔滨工业大学（深圳）,前沿学部理学院,2026年哈尔滨工业大学（深圳）前沿学部理学院暑期学术交流营的通知,http://ssc.hitsz.edu.cn/info/1051/3081.htm,6月30日,
951,哈尔滨工业大学（深圳）,前沿学部材料科学与工程学院,2026年哈尔滨工业大学（深圳）前沿学部材料科学与工程学院学术交流营的通知,http://mse.hitsz.edu.cn/info/1010/3371.htm,6月30日,
